LabelNorm,RawLabelExample,SubjectID,TrainCount,DevCount,TestCount,TotalCount
multifunktion,Multifunktion,gnd:4434824-1,3,0,0,3
multifunktionale architektur,Multifunktionale Architektur,gnd:4192353-4,1,0,0,1
multifunktionalität,Multifunktionalität,gnd:4434311-5,1,1,2,4
multigate-transistor,Multigate-Transistor,gnd:1054435278,1,0,0,1
multigraph,Multigraph,gnd:4493862-7,0,1,0,1
multikriteria-entscheidung,Multikriteria-Entscheidung,gnd:4126083-1,7,1,0,8
multikulturelle gesellschaft,Multikulturelle Gesellschaft,gnd:4214151-5,107,25,44,176
multikulturelle gesellschaft (motiv),Multikulturelle Gesellschaft (Motiv),gnd:4619007-7,3,0,4,7
multilateraler vertrag,Multilateraler Vertrag,gnd:4125048-5,3,1,1,5
multilateralismus,Multilateralismus,gnd:4170711-4,4,0,0,4
multilineare algebra,Multilineare Algebra,gnd:4416303-4,3,0,2,5
multimedia,Multimedia,gnd:4192358-3,90,35,23,148
multimediaprodukt,Multimediaprodukt,gnd:4465385-2,1,0,1,2
multimenge,Multimenge,gnd:4590559-9,1,0,0,1
multimodale verhaltenstherapie,Multimodale Verhaltenstherapie,gnd:4170712-6,2,1,0,3
multimodales system,Multimodales System,gnd:4830853-5,13,3,5,21
multimodalität,Multimodalität,gnd:7859426-1,11,5,3,19
multinationale truppe,Multinationale Truppe,gnd:4394820-0,2,0,1,3
multinationales unternehmen,Multinationales Unternehmen,gnd:4075092-9,130,27,51,208
multinationales unternehmen (motiv),Multinationales Unternehmen (Motiv),gnd:4330022-4,1,0,0,1
multinäre verbindungen,Multinäre Verbindungen,gnd:4507783-6,0,1,0,1
multiorganversagen,Multiorganversagen,gnd:4334293-0,0,1,0,1
multipaktorentladung,Multipaktorentladung,gnd:4518170-6,3,0,0,3
multiperspektivisches erzählen,Multiperspektivisches Erzählen,gnd:4263146-4,0,0,1,1
multiphysics,Multiphysics,gnd:7675978-7,2,3,0,5
multiple lineare regression,Multiple lineare Regression,gnd:4170718-7,1,1,0,2
multiple regression,Multiple Regression,gnd:4170720-5,0,0,1,1
multiple sklerose,Multiple Sklerose,gnd:4040693-3,7,3,1,11
multiple-choice-verfahren,Multiple-Choice-Verfahren,gnd:4188905-8,1,0,0,1
multipler mittelwertvergleich,Multipler Mittelwertvergleich,gnd:4123804-7,0,1,0,1
multipler test,Multipler Test,gnd:4294391-7,2,0,0,2
multiplex,Multiplex,gnd:4170725-4,3,0,0,3
multiplexhologramm,Multiplexhologramm,gnd:7736115-5,0,0,1,1
multiplexsignal,Multiplexsignal,gnd:4170729-1,1,0,0,1
multiplexsystem,Multiplexsystem,gnd:4170730-8,0,1,0,1
multiplikation,Multiplikation,gnd:4170732-1,2,0,0,2
multiplikationsoperator,Multiplikationsoperator,gnd:4739938-7,0,0,1,1
multiplikator,Multiplikator,gnd:4040703-2,1,0,0,1
multiplizität,Multiplizität,gnd:4170736-9,1,0,0,1
multiplizität (mathematik),Multiplizität (Mathematik),gnd:4200398-2,1,0,0,1
multipol,Multipol,gnd:4170737-0,1,0,0,1
multipolarität,Multipolarität,gnd:4787401-6,1,0,0,1
multipolentwicklung,Multipolentwicklung,gnd:4170738-2,2,0,0,2
multipolmoment,Multipolmoment,gnd:4570699-2,1,1,0,2
multipolübergang,Multipolübergang,gnd:4274373-4,1,0,0,1
multiprojektmanagement,Multiprojektmanagement,gnd:7515603-9,5,0,4,9
multiproteinkomplex,Multiproteinkomplex,gnd:4798068-0,4,0,1,5
multisektorales modell,Multisektorales Modell,gnd:4202470-5,0,0,1,1
multisensor,Multisensor,gnd:4257775-5,13,4,1,18
multisensorische wahrnehmung,Multisensorische Wahrnehmung,gnd:124875235X,0,0,1,1
multisim,MultiSIM,gnd:4842998-3,1,1,1,3
multispektralfotografie,Multispektralfotografie,gnd:4316191-1,4,1,0,5
multispektralkamera,Multispektralkamera,gnd:1145186815,2,1,0,3
multispektraltechnik,Multispektraltechnik,gnd:4315379-3,5,0,2,7
multistabilität,Multistabilität,gnd:4358934-0,1,2,1,4
multithreading,Multithreading,gnd:4377481-7,4,2,1,7
multitrait-multimethod matrix,Multitrait-multimethod matrix,gnd:4126086-7,0,0,1,1
multivariate analyse,Multivariate Analyse,gnd:4040708-1,60,22,11,93
multivariate approximation,Multivariate Approximation,gnd:4314108-0,1,0,0,1
multivariate daten,Multivariate Daten,gnd:4195680-1,5,4,0,9
multivariate varianzanalyse,Multivariate Varianzanalyse,gnd:4517747-8,2,0,0,2
multivariate wahrscheinlichkeitsverteilung,Multivariate Wahrscheinlichkeitsverteilung,gnd:4205373-0,1,1,0,2
multivariates polynom,Multivariates Polynom,gnd:4645038-5,1,0,1,2
mund,Mund,gnd:4170746-1,1,0,0,1
mund-kiefer-gesichts-chirurgie,Mund-Kiefer-Gesichts-Chirurgie,gnd:4114649-9,1,0,0,1
mund-zu-mund-werbung,Mund-zu-Mund-Werbung,gnd:4509885-2,2,0,0,2
mundart,Mundart,gnd:4040725-1,14,2,8,24
mundart amerikanisches englisch (wisconsin),Mundart Amerikanisches Englisch (Wisconsin),gnd:1248873203,1,0,0,1
mundart englisch (nigeria),Mundart Englisch (Nigeria),gnd:1077018347,1,0,0,1
mundart mittelbairisch (vyškov),Mundart Mittelbairisch (Vyškov),gnd:1114895571,1,0,0,1
mundart ostfälisch (hildesheim),Mundart Ostfälisch (Hildesheim),gnd:7678761-8,1,0,0,1
"mundart schlesisch (polnisch, teschen)","Mundart Schlesisch (Polnisch, Teschen)",gnd:4740414-0,0,0,1,1
mundart spanisch (buenos aires),Mundart Spanisch (Buenos Aires),gnd:4651387-5,1,0,0,1
mundart westmitteldeutsch (rheinland),Mundart Westmitteldeutsch (Rheinland),gnd:4224535-7,0,0,1,1
mundartgebrauch,Mundartgebrauch,gnd:4170747-3,1,0,0,1
mundartliteratur,Mundartliteratur,gnd:4129655-2,3,0,0,3
mundhöhle,Mundhöhle,gnd:4040731-7,1,0,0,1
mungbohne,Mungbohne,gnd:4206898-8,1,0,0,1
munition,Munition,gnd:4170760-6,1,1,0,2
munitionsfabrik,Munitionsfabrik,gnd:4538829-5,1,0,0,1
mupad,MuPAD,gnd:4573536-0,1,1,0,2
mupad 1.1,MuPAD 1.1,gnd:4311320-5,0,1,0,1
mupsi,MUPSI,gnd:4170765-5,1,1,0,2
mure,Mure,gnd:4170768-0,1,0,0,1
murkegel,Murkegel,gnd:4410317-7,0,0,1,1
muschelkrebse,Muschelkrebse,gnd:4170777-1,2,0,0,2
muscheln,Muscheln,gnd:4040785-8,2,0,0,2
musculus longissimus,Musculus longissimus,gnd:4320511-2,1,0,0,1
"muse (künstler, motiv)","Muse (Künstler, Motiv)",gnd:4815895-1,0,0,1,1
musealisierung,Musealisierung,gnd:4281014-0,8,2,2,12
museum,Museum,gnd:4040795-0,67,15,21,103
museum (motiv),Museum (Motiv),gnd:4241819-7,0,1,0,1
museumsbau,Museumsbau,gnd:4124970-7,24,10,4,38
museumsbestand,Museumsbestand,gnd:4131892-4,0,1,0,1
museumskunde,Museumskunde,gnd:4170787-4,15,8,9,32
museumsladen,Museumsladen,gnd:4461912-1,1,0,1,2
museumsleiter,Museumsleiter,gnd:4485444-4,1,0,0,1
museumspolitik,Museumspolitik,gnd:4347840-2,2,1,1,4
museumspädagogik,Museumspädagogik,gnd:4075108-9,20,3,7,30
museumsschiff,Museumsschiff,gnd:4126093-4,2,0,0,2
musgu,Musgu,gnd:4644261-3,0,0,1,1
music hall,Music hall,gnd:4212819-5,0,1,0,1
musical,Musical,gnd:4040801-2,3,1,1,5
musik,Musik,gnd:4040802-4,89,26,23,138
musik (motiv),Musik (Motiv),gnd:4114652-9,2,2,3,7
musikalienhandel,Musikalienhandel,gnd:4122294-5,0,1,0,1
musikalische akustik,Musikalische Akustik,gnd:4123807-2,6,0,1,7
musikalische analyse,Musikalische Analyse,gnd:4040814-0,0,1,0,1
musikalische aufführungspraxis,Musikalische Aufführungspraxis,gnd:4170800-3,4,0,2,6
musikalische bildung,Musikalische Bildung,gnd:4114655-4,1,0,2,3
musikalische erwachsenenbildung,Musikalische Erwachsenenbildung,gnd:4215198-3,1,0,0,1
musikalische form,Musikalische Form,gnd:4040821-8,0,2,1,3
musikalische ikonographie,Musikalische Ikonographie,gnd:4114653-0,0,0,1,1
musikalische interpretationsforschung,Musikalische Interpretationsforschung,gnd:7863018-6,1,0,0,1
musikalischer geschmack,Musikalischer Geschmack,gnd:4170805-2,2,0,2,4
musikalität,Musikalität,gnd:4040837-1,3,1,1,5
musikanschauung,Musikanschauung,gnd:4170810-6,1,0,0,1
musikanthropologie,Musikanthropologie,gnd:4128846-4,1,0,0,1
musikdruck,Musikdruck,gnd:4075121-1,1,0,0,1
musiker,Musiker,gnd:4040841-3,6,1,6,13
musikerin,Musikerin,gnd:4170818-0,2,0,0,2
musikerlebnis,Musikerlebnis,gnd:4170819-2,2,0,1,3
musikerziehung,Musikerziehung,gnd:4040843-7,53,11,19,83
musikethnologie,Musikethnologie,gnd:4127833-1,3,0,1,4
musikfestspiel,Musikfestspiel,gnd:4170821-0,1,0,0,1
musikfilm,Musikfilm,gnd:4170822-2,1,0,0,1
musikförderung,Musikförderung,gnd:7778528-9,1,0,0,1
musikgeragogik,Musikgeragogik,gnd:1063354358,0,0,1,1
musikgruppe,Musikgruppe,gnd:4170827-1,1,1,1,3
musikhandschrift,Musikhandschrift,gnd:4040847-4,3,0,0,3
musikhochschule,Musikhochschule,gnd:4040848-6,2,0,0,2
musikhören,Musikhören,gnd:4075127-2,7,0,1,8
musikinstrument,Musikinstrument,gnd:4040851-6,6,0,1,7
musikinstrumentenbau,Musikinstrumentenbau,gnd:4040852-8,2,0,0,2
musikinstrumentenkunde,Musikinstrumentenkunde,gnd:4170831-3,1,0,0,1
musikjournalismus,Musikjournalismus,gnd:1033525375,0,1,0,1
musikkonsum,Musikkonsum,gnd:4129542-0,0,1,1,2
musikkritik,Musikkritik,gnd:4139777-0,3,0,0,3
musikleben,Musikleben,gnd:4075128-4,7,0,4,11
musiklehre,Musiklehre,gnd:4123808-4,0,0,1,1
musiklehrer,Musiklehrer,gnd:4140880-9,3,3,3,9
musiklehrerin,Musiklehrerin,gnd:4395042-5,1,0,0,1
musiklokal,Musiklokal,gnd:4745743-0,0,1,0,1
musikmarkt,Musikmarkt,gnd:4396689-5,0,0,1,1
musikpflege,Musikpflege,gnd:4128827-0,2,0,0,2
musikphilosophie,Musikphilosophie,gnd:4123809-6,0,1,2,3
musikpolitik,Musikpolitik,gnd:4135111-3,0,0,3,3
musikproduktion,Musikproduktion,gnd:4235850-4,4,0,0,4
musikpsychologie,Musikpsychologie,gnd:4127817-3,8,1,1,10
musikschule,Musikschule,gnd:4170834-9,1,1,1,3
musiksendung,Musiksendung,gnd:4306425-5,2,0,0,2
musiksignal,Musiksignal,gnd:4120775-0,2,1,0,3
musiksoziologie,Musiksoziologie,gnd:4040869-3,9,0,1,10
musikstudium,Musikstudium,gnd:4040871-1,0,0,1,1
musiktheater,Musiktheater,gnd:4040874-7,3,0,2,5
musiktheorie,Musiktheorie,gnd:4040876-0,6,1,1,8
musiktherapie,Musiktherapie,gnd:4040878-4,12,1,5,18
musikvermittlung,Musikvermittlung,gnd:7605135-3,2,0,3,5
musikverstehen,Musikverstehen,gnd:4212275-2,0,0,3,3
musikvideo,Musikvideo,gnd:4492539-6,4,0,2,6
musikwahrnehmung,Musikwahrnehmung,gnd:4126097-1,3,0,1,4
musikwirtschaft,Musikwirtschaft,gnd:4268614-3,8,1,3,12
musikwissenschaft,Musikwissenschaft,gnd:4130526-7,2,2,3,7
musikwissenschaftliches studium,Musikwissenschaftliches Studium,gnd:4201645-9,1,0,0,1
musikästhetik,Musikästhetik,gnd:4040808-5,6,2,1,9
musische erziehung,Musische Erziehung,gnd:4040890-5,7,0,4,11
musizieren,Musizieren,gnd:4170838-6,5,2,2,9
muskel,Muskel,gnd:4040895-4,3,0,2,5
muskelarbeit,Muskelarbeit,gnd:4170848-9,1,0,0,1
muskelfleisch,Muskelfleisch,gnd:4170855-6,1,0,0,1
muskelkontraktion,Muskelkontraktion,gnd:4170858-1,3,0,0,3
muskelkraft,Muskelkraft,gnd:4170859-3,1,0,0,1
muskelkraftmaschine,Muskelkraftmaschine,gnd:4335620-5,1,0,0,1
muskeltraining,Muskeltraining,gnd:4170868-4,10,0,3,13
muskovit,Muskovit,gnd:4245269-7,1,1,0,2
muskulatur,Muskulatur,gnd:4138611-5,2,0,0,2
muslim,Muslim,gnd:4040921-1,70,9,33,112
muslimin,Muslimin,gnd:4120776-2,21,6,11,38
muslimin (motiv),Muslimin (Motiv),gnd:4383354-8,2,0,0,2
muster (dekor),Muster (Dekor),gnd:4199479-6,3,0,0,3
muster (struktur),Muster (Struktur),gnd:4768168-8,5,2,0,7
musterbildung,Musterbildung,gnd:4137934-2,11,4,1,16
musterbuch,Musterbuch,gnd:4040935-1,0,0,1,1
mustererkennung,Mustererkennung,gnd:4040936-3,121,21,16,158
musterfeststellungsklage,Musterfeststellungsklage,gnd:1194111912,3,1,1,5
mustersprache,Mustersprache,gnd:7562881-8,1,0,0,1
musterverfahren,Musterverfahren,gnd:4170876-3,1,0,0,1
mustervergleich,Mustervergleich,gnd:4307192-2,4,3,0,7
mut,Mut,gnd:4127334-5,2,1,1,4
mutagenese,Mutagenese,gnd:4170881-7,0,0,1,1
mutagenität,Mutagenität,gnd:4120777-4,1,0,0,1
mutagenitätstest,Mutagenitätstest,gnd:4261911-7,0,0,1,1
mutante,Mutante,gnd:4256709-9,1,0,1,2
mutation,Mutation,gnd:4170883-0,1,0,0,1
mutationszüchtung,Mutationszüchtung,gnd:4326468-2,2,0,0,2
mutismus,Mutismus,gnd:4170886-6,2,0,0,2
mutprobe,Mutprobe,gnd:4344153-1,0,0,1,1
mutter,Mutter,gnd:4040949-1,32,5,11,48
mutter (motiv),Mutter (Motiv),gnd:4120778-6,3,0,1,4
mutterbild,Mutterbild,gnd:4170889-1,5,1,0,6
mutterbindung,Mutterbindung,gnd:4170890-8,2,0,0,2
mutterentbehrung,Mutterentbehrung,gnd:4134024-3,3,0,0,3
muttergesellschaft,Muttergesellschaft,gnd:4133848-0,1,0,1,2
muttergestein,Muttergestein,gnd:4204256-2,3,0,0,3
muttergottheit (motiv),Muttergottheit (Motiv),gnd:4684038-2,2,0,0,2
mutterliebe,Mutterliebe,gnd:4138115-4,1,0,0,1
muttermal,Muttermal,gnd:4075141-7,0,0,1,1
muttermilch,Muttermilch,gnd:4040959-4,1,0,1,2
mutterrolle,Mutterrolle,gnd:4170901-9,11,2,1,14
mutterschaf,Mutterschaf,gnd:4241315-1,0,0,1,1
mutterschaft,Mutterschaft,gnd:4140725-8,13,2,4,19
mutterschaft (motiv),Mutterschaft (Motiv),gnd:4170902-0,1,0,1,2
muttersprache,Muttersprache,gnd:4040962-4,2,1,6,9
muttersprachlicher unterricht,Muttersprachlicher Unterricht,gnd:4120780-4,2,0,0,2
mutualismus,Mutualismus,gnd:4170911-1,2,0,0,2
muße,Muße,gnd:4170872-6,10,3,3,16
muße (motiv),Muße (Motiv),gnd:4170873-8,5,0,3,8
myatrophische lateralsklerose,Myatrophische Lateralsklerose,gnd:4132340-3,1,1,0,2
mycobacterium avium,Mycobacterium avium,gnd:4232106-2,2,1,0,3
mycoplasma hyopneumoniae,Mycoplasma hyopneumoniae,gnd:4370379-3,0,0,1,1
mycoplasma hypopneumoniae-impfstoff,Mycoplasma hypopneumoniae-Impfstoff,gnd:4830148-6,1,0,0,1
mycoplasmainfektion,Mycoplasmainfektion,gnd:4196318-0,1,0,0,1
myelodysplastisches syndrom,Myelodysplastisches Syndrom,gnd:4281183-1,1,0,0,1
myelose,Myelose,gnd:4170926-3,1,0,0,1
mykenische kultur,Mykenische Kultur,gnd:4075149-1,1,0,3,4
mykobakterien,Mykobakterien,gnd:4170927-5,1,1,0,2
mykologie,Mykologie,gnd:4139655-8,6,1,0,7
mykoparasitische pilze,Mykoparasitische Pilze,gnd:4467706-6,1,0,0,1
mykorrhiza,Mykorrhiza,gnd:4040983-1,5,2,1,8
mykorrhizapilze,Mykorrhizapilze,gnd:4170929-9,3,0,1,4
mykose,Mykose,gnd:4075152-1,3,0,2,5
mykotoxin,Mykotoxin,gnd:4040984-3,6,4,1,11
mylonit,Mylonit,gnd:4261541-0,1,0,0,1
myofunktionelle therapie,Myofunktionelle Therapie,gnd:4204207-0,1,0,0,1
myokardschaden,Myokardschaden,gnd:4170934-2,1,0,0,1
myometrium,Myometrium,gnd:4170939-1,1,0,1,2
myon,Myon,gnd:4170940-8,5,1,1,7
myon-nukleon-streuung,Myon-Nukleon-Streuung,gnd:4170957-3,1,1,0,2
myon-proton-streuung,Myon-Proton-Streuung,gnd:4360647-7,2,1,0,3
myonatom,Myonatom,gnd:4170944-5,1,0,0,1
myoneninduzierte kernreaktion,Myoneninduzierte Kernreaktion,gnd:4377866-5,1,0,0,1
myonneutrino,Myonneutrino,gnd:4170956-1,1,0,1,2
myosin,Myosin,gnd:4170970-6,2,0,0,2
myosinfilament,Myosinfilament,gnd:4390373-3,1,0,0,1
mysql,MySQL,gnd:4559381-4,32,7,2,41
mysql 4.1,MySQL 4.1,gnd:4786129-0,2,0,0,2
mysql 5.0,MySQL 5.0,gnd:4792791-4,5,0,0,5
mysql 5.1,MySQL 5.1,gnd:7574874-5,1,0,0,1
mysql 5.5,MySQL 5.5,gnd:7711444-9,2,0,0,2
mysql 5.6,MySQL 5.6,gnd:7758060-6,0,1,1,2
mysql 5.7,MySQL 5.7,gnd:1071954520,1,1,0,2
mysql 8.0,MySQL 8.0,gnd:1193210577,1,0,0,1
mysterienreligion,Mysterienreligion,gnd:4040999-5,1,0,1,2
mystik,Mystik,gnd:4041003-1,16,2,4,22
mystik (motiv),Mystik (Motiv),gnd:4469597-4,1,0,0,1
mystiker,Mystiker,gnd:4136235-4,2,0,0,2
mystikerin,Mystikerin,gnd:4204686-5,1,0,0,1
mystizismus,Mystizismus,gnd:4114660-8,1,0,0,1
mythographie,Mythographie,gnd:4261003-5,0,1,1,2
mythologie,Mythologie,gnd:4041005-5,21,6,14,41
mythos,Mythos,gnd:4075159-4,47,9,22,78
mythos (motiv),Mythos (Motiv),gnd:4202767-6,8,1,2,11
myvideo,MyVideo,gnd:7597414-9,1,0,0,1
myxobakterien,Myxobakterien,gnd:4170985-8,3,0,1,4
mädchen,Mädchen,gnd:4036871-3,25,7,11,43
mädchen (10-17 jahre),Mädchen (10-17 Jahre),gnd:4400956-2,2,0,0,2
mädchen (motiv),Mädchen (Motiv),gnd:4249742-5,1,0,2,3
mädchenbild,Mädchenbild,gnd:4200405-6,0,0,1,1
mädchenbildung,Mädchenbildung,gnd:4036874-9,3,1,2,6
mädchenliteratur,Mädchenliteratur,gnd:4168457-6,3,1,0,4
mäeutik,Mäeutik,gnd:4074431-0,4,0,0,4
mängelhaftung,Mängelhaftung,gnd:4036886-5,7,1,2,10
männerberuf,Männerberuf,gnd:4036890-7,0,0,2,2
männerbewegung,Männerbewegung,gnd:4758091-4,3,1,2,6
männerbild,Männerbild,gnd:4139085-4,19,5,6,30
männerbildung,Männerbildung,gnd:4731409-6,0,0,1,1
männerbund,Männerbund,gnd:4168466-7,1,0,0,1
männerforschung,Männerforschung,gnd:4436017-4,5,0,1,6
männerfreundschaft,Männerfreundschaft,gnd:4168468-0,5,0,1,6
männergruppe,Männergruppe,gnd:4128076-3,0,0,1,1
männerkleidung,Männerkleidung,gnd:4168470-9,3,0,0,3
männerkrankheit,Männerkrankheit,gnd:4838471-9,0,0,1,1
männersport,Männersport,gnd:4168474-6,1,0,0,1
männliche jugend,Männliche Jugend,gnd:4290802-4,24,5,9,38
männliche jugend (14-16 jahre),Männliche Jugend (14-16 Jahre),gnd:7653109-0,2,0,0,2
männliche jugend (15-17 jahre),Männliche Jugend (15-17 Jahre),gnd:7676110-1,1,0,0,1
männliche prostituierte,Männliche Prostituierte,gnd:7540657-3,1,0,0,1
männlichkeit,Männlichkeit,gnd:4123701-8,54,11,21,86
männlichkeit (motiv),Männlichkeit (Motiv),gnd:4372433-4,13,1,9,23
männlichkeitskult,Männlichkeitskult,gnd:4135766-8,3,0,2,5
märchen,Märchen,gnd:4036910-9,22,3,12,37
märchen (motiv),Märchen (Motiv),gnd:4131986-2,1,0,0,1
märchenfilm,Märchenfilm,gnd:4245679-4,3,0,1,4
märchenforschung,Märchenforschung,gnd:4191459-4,1,0,1,2
märchengestalt,Märchengestalt,gnd:4281645-2,0,1,0,1
märe,Märe,gnd:4168483-7,1,0,0,1
märtyrer,Märtyrer,gnd:4036915-8,4,0,5,9
märtyrer (motiv),Märtyrer (Motiv),gnd:4114478-8,1,0,1,2
märtyrerdrama,Märtyrerdrama,gnd:4168485-0,0,0,1,1
märz-aktion,März-Aktion,gnd:4125802-2,1,0,0,1
mätresse,Mätresse,gnd:4391190-0,1,0,0,1
mäzen,Mäzen,gnd:7607862-0,0,1,0,1
mäzenatentum,Mäzenatentum,gnd:4074442-5,8,1,2,11
mäßigkeit,Mäßigkeit,gnd:4317086-9,2,0,0,2
métis,Métis,gnd:4169734-0,1,0,1,2
möbel,Möbel,gnd:4039860-2,18,3,11,32
möbelbau,Möbelbau,gnd:4526268-8,2,1,1,4
möbelindustrie,Möbelindustrie,gnd:4202655-6,2,0,1,3
möbius-geometrie,Möbius-Geometrie,gnd:4750877-2,1,0,0,1
möbius-transformation,Möbius-Transformation,gnd:1059143917,1,1,1,3
möglichkeit,Möglichkeit,gnd:4170344-3,1,0,1,2
mönch,Mönch,gnd:4039902-3,2,0,1,3
mönch (motiv),Mönch (Motiv),gnd:4170346-7,1,0,0,1
mönchtum,Mönchtum,gnd:4074927-7,7,0,1,8
mörder,Mörder,gnd:4170349-2,6,1,1,8
mörderin,Mörderin,gnd:4278773-7,1,0,3,4
mörtel,Mörtel,gnd:4131237-5,1,1,0,2
möwen,Möwen,gnd:4170353-4,1,0,0,1
mößbauer-effekt,Mößbauer-Effekt,gnd:4170351-0,0,1,0,1
mößbauer-spektroskopie,Mößbauer-Spektroskopie,gnd:4170352-2,6,1,1,8
mühle,Mühle,gnd:4040457-2,6,1,0,7
mühlenwirtschaft,Mühlenwirtschaft,gnd:4129668-0,2,0,0,2
mülltonne,Mülltonne,gnd:4170651-1,1,0,0,1
müllverbrennung,Müllverbrennung,gnd:4075026-7,0,4,0,4
müllverbrennungsanlage,Müllverbrennungsanlage,gnd:4000105-2,0,2,0,2
münchener räterepublik,Münchener Räterepublik,gnd:4075073-5,3,0,1,4
münchhausen-syndrom,Münchhausen-Syndrom,gnd:4199418-8,1,0,0,1
münchhausiade,Münchhausiade,gnd:4170663-8,1,0,0,1
münchner kosmiker,Münchner Kosmiker,gnd:4605687-7,1,0,0,1
mündigkeit,Mündigkeit,gnd:4409967-8,3,1,0,4
mündliche erzählung,Mündliche Erzählung,gnd:4331942-7,2,0,0,2
mündliche kommunikation,Mündliche Kommunikation,gnd:4138539-1,6,0,3,9
mündliche korrektur,Mündliche Korrektur,gnd:4604208-8,1,0,0,1
mündliche literatur,Mündliche Literatur,gnd:4131940-0,3,2,2,7
mündliche prüfung,Mündliche Prüfung,gnd:4040599-0,6,0,2,8
mündliche verhandlung,Mündliche Verhandlung,gnd:4040601-5,1,0,0,1
mündliche überlieferung,Mündliche Überlieferung,gnd:4040600-3,3,4,5,12
mündlichkeit,Mündlichkeit,gnd:1041938012,4,0,1,5
münzbild,Münzbild,gnd:4123802-3,2,1,0,3
münze,Münze,gnd:4040629-5,5,0,1,6
münzgewinn,Münzgewinn,gnd:4390054-9,0,1,0,1
münzmetallverbindungen,Münzmetallverbindungen,gnd:4717347-6,1,0,0,1
münzprägung,Münzprägung,gnd:4123803-5,1,0,0,1
münzstätte,Münzstätte,gnd:4134100-4,1,0,1,2
münzwesen,Münzwesen,gnd:4170692-4,2,0,1,3
mütterzentrum,Mütterzentrum,gnd:4205349-3,0,0,1,1
müßiggang,Müßiggang,gnd:4170693-6,0,0,3,3
müßiggang (motiv),Müßiggang (Motiv),gnd:4170694-8,4,0,1,5
n-halbleiter,n-Halbleiter,gnd:4171953-0,3,0,0,3
nabel,Nabel,gnd:4201132-2,1,0,0,1
nabelhernie,Nabelhernie,gnd:4333787-9,1,0,0,1
nabelschnur,Nabelschnur,gnd:4201308-2,4,0,0,4
nachahmung,Nachahmung,gnd:4170992-5,9,3,1,13
nachahmung (motiv),Nachahmung (Motiv),gnd:4204285-9,1,0,0,1
nachahmungsschutz,Nachahmungsschutz,gnd:4204947-7,2,0,0,2
nachbar,Nachbar,gnd:4221427-0,0,0,1,1
nachbarin,Nachbarin,gnd:4403851-3,1,0,0,1
nachbarrecht,Nachbarrecht,gnd:4041029-8,3,0,0,3
nachbarschaft,Nachbarschaft,gnd:4041030-4,13,1,0,14
nachbarschaftshilfe,Nachbarschaftshilfe,gnd:4170995-0,2,1,0,3
nachbarschaftsraum,Nachbarschaftsraum,gnd:4470226-7,2,2,0,4
nachbarstaat,Nachbarstaat,gnd:4170996-2,1,1,1,3
nachbearbeitung,Nachbearbeitung,gnd:4731131-9,1,1,0,2
nachbeben,Nachbeben,gnd:4587352-5,1,1,0,2
nachbehandlung,Nachbehandlung,gnd:4228869-1,2,1,0,3
nachbeschleunigung,Nachbeschleunigung,gnd:4508848-2,1,0,0,1
nachbesserung,Nachbesserung,gnd:4315843-2,1,1,0,2
nachbesserungspflicht,Nachbesserungspflicht,gnd:4133972-1,0,1,0,1
nachdenklichkeit,Nachdenklichkeit,gnd:4299515-2,0,0,1,1
nachdichtung,Nachdichtung,gnd:4171001-0,0,0,1,1
nachdruck,Nachdruck,gnd:4171002-2,1,0,0,1
nacherbe,Nacherbe,gnd:4171004-6,1,0,0,1
nacherfüllung,Nacherfüllung,gnd:4789024-1,3,1,0,4
nacherntephysiologie,Nacherntephysiologie,gnd:4171007-1,3,0,0,3
nachernteverfahren,Nachernteverfahren,gnd:4226376-1,9,3,6,18
nachfeld,Nachfeld,gnd:4279097-9,1,0,0,1
nachfolge,Nachfolge,gnd:4225195-3,2,4,1,7
nachfolge christi,Nachfolge Christi,gnd:4075166-1,3,1,1,5
nachfolgestaaten,Nachfolgestaaten,gnd:4328855-8,22,1,3,26
nachfrage,Nachfrage,gnd:4041036-5,3,1,0,4
nachfrageermittlung,Nachfrageermittlung,gnd:4134942-8,0,1,0,1
nachfragefunktion,Nachfragefunktion,gnd:4128447-1,1,0,0,1
nachfragelenkung,Nachfragelenkung,gnd:4171013-7,0,1,1,2
nachfragelücke,Nachfragelücke,gnd:4489488-0,0,0,1,1
nachfragemacht,Nachfragemacht,gnd:4041038-9,0,0,1,1
nachfragetheorie,Nachfragetheorie,gnd:4171014-9,4,0,1,5
nachfrageverhalten,Nachfrageverhalten,gnd:4200451-2,2,2,3,7
nachgeordnete behörde,Nachgeordnete Behörde,gnd:4286254-1,1,0,0,1
nachgiebigkeit (verbindungstechnik),Nachgiebigkeit (Verbindungstechnik),gnd:7619504-1,1,3,0,4
nachhall,Nachhall,gnd:4171018-6,0,1,0,1
nachhaltigkeit,Nachhaltigkeit,gnd:4326464-5,983,232,223,1438
nachhaltigkeit (motiv),Nachhaltigkeit (Motiv),gnd:7584074-1,3,0,1,4
nachhaltigkeitsbericht,Nachhaltigkeitsbericht,gnd:7700270-2,7,3,4,14
nachholende entwicklung,Nachholende Entwicklung,gnd:4496849-8,0,1,0,1
nachindustrielle gesellschaft,Nachindustrielle Gesellschaft,gnd:4075168-5,13,2,4,19
nachkaufmarketing,Nachkaufmarketing,gnd:4387564-6,2,0,1,3
nachkomme,Nachkomme,gnd:4137578-6,14,4,8,26
