LabelNorm,RawLabelExample,NumCodes,Codes,RolesPerCode,PrefCount,AltCount
mazatec,Mazatec,2,gnd:4270269-0; gnd:4534606-9,gnd:4270269-0:alt; gnd:4534606-9:alt,0,2
mbe,Mbe,2,gnd:4170399-6; gnd:4318681-6,gnd:4170399-6:alt; gnd:4318681-6:alt,0,2
mbele,Mbele,2,gnd:4225817-0; gnd:4525795-4,gnd:4225817-0:alt; gnd:4525795-4:alt,0,2
mbene,Mbene,2,gnd:4225340-8; gnd:4225817-0,gnd:4225340-8:alt; gnd:4225817-0:alt,0,2
mbete,Mbete,2,gnd:7527786-4; gnd:7688937-3,gnd:7527786-4:alt; gnd:7688937-3:alt,0,2
mbimou,Mbimou,2,gnd:4711279-7; gnd:7631949-0,gnd:4711279-7:alt; gnd:7631949-0:alt,0,2
mbuti-sprache,Mbuti-Sprache,2,gnd:1190674424; gnd:4684068-0,gnd:1190674424:pref; gnd:4684068-0:alt,1,1
mbuunda,Mbuunda,2,gnd:4811972-6; gnd:7567384-8,gnd:4811972-6:alt; gnd:7567384-8:alt,0,2
mcad,MCAD,2,gnd:1311902732; gnd:4711148-3,gnd:1311902732:alt; gnd:4711148-3:pref,1,1
mcd,MCD,2,gnd:4078188-4; gnd:4153684-8,gnd:4078188-4:alt; gnd:4153684-8:alt,0,2
md,Md,2,gnd:4232939-5; gnd:4644982-6,gnd:4232939-5:alt; gnd:4644982-6:alt,0,2
mdh,MDH,2,gnd:4168697-4; gnd:4359682-4,gnd:4168697-4:alt; gnd:4359682-4:alt,0,2
mds,MDS,2,gnd:4281183-1; gnd:4590677-4,gnd:4281183-1:alt; gnd:4590677-4:alt,0,2
mdt,MDT,2,gnd:4170259-1; gnd:7590985-6,gnd:4170259-1:alt; gnd:7590985-6:alt,0,2
mec,Mec,2,gnd:4646316-1; gnd:4755245-1,gnd:4646316-1:alt; gnd:4755245-1:alt,0,2
mechanische hand,Mechanische Hand,2,gnd:4214092-4; gnd:4513105-3,gnd:4214092-4:alt; gnd:4513105-3:alt,0,2
mediaeval-antiqua,Mediaeval-Antiqua,2,gnd:7647388-0; gnd:7657325-4,gnd:7647388-0:pref; gnd:7657325-4:alt,1,1
mehari,Mehari,2,gnd:1141698323; gnd:4392583-2,gnd:1141698323:alt; gnd:4392583-2:pref,1,1
mel,mel,2,gnd:1076598501; gnd:4430457-2,gnd:1076598501:alt; gnd:4430457-2:pref,1,1
melia azedarach,Melia azedarach,2,gnd:4147678-5; gnd:4365407-1,gnd:4147678-5:alt; gnd:4365407-1:alt,0,2
mengenangabe,Mengenangabe,2,gnd:4076453-9; gnd:4606685-8,gnd:4076453-9:alt; gnd:4606685-8:pref,1,1
mensch mit fluchthintergrund,Mensch mit Fluchthintergrund,2,gnd:4017604-6; gnd:4312094-5,gnd:4017604-6:alt; gnd:4312094-5:alt,0,2
menschen mit fluchthintergrund,Menschen mit Fluchthintergrund,2,gnd:4017604-6; gnd:4312094-5,gnd:4017604-6:alt; gnd:4312094-5:alt,0,2
meo,Meo,2,gnd:4074770-0; gnd:4642419-2,gnd:4074770-0:alt; gnd:4642419-2:alt,0,2
mercedes strich-acht,Mercedes Strich-Acht,2,gnd:4581663-3; gnd:4581664-5,gnd:4581663-3:alt; gnd:4581664-5:alt,0,2
mercedes-benz /8,Mercedes-Benz /8,2,gnd:4581663-3; gnd:4581664-5,gnd:4581663-3:alt; gnd:4581664-5:alt,0,2
mes,MES,2,gnd:4646316-1; gnd:7661318-5,gnd:4646316-1:alt; gnd:7661318-5:alt,0,2
messen,Messen,2,gnd:4038805-0; gnd:4038852-9,gnd:4038805-0:alt; gnd:4038852-9:alt,0,2
messopfer,Messopfer,2,gnd:4038805-0; gnd:4123746-8,gnd:4038805-0:alt; gnd:4123746-8:pref,1,1
messwertgeber,Messwertgeber,2,gnd:4038824-4; gnd:4169513-6,gnd:4038824-4:alt; gnd:4169513-6:alt,0,2
metal injection moulding,Metal Injection Moulding,2,gnd:1120620724; gnd:4354838-6,gnd:1120620724:alt; gnd:4354838-6:alt,0,2
"metall,nichtleiter","Metall,Nichtleiter",2,gnd:4139664-9; gnd:4249723-1,gnd:4139664-9:alt; gnd:4249723-1:alt,0,2
mhs,MHS,2,gnd:1131658647; gnd:4170201-3,gnd:1131658647:alt; gnd:4170201-3:alt,0,2
micrografx igrafx designer,Micrografx iGrafx Designer,2,gnd:4651098-9; gnd:7674518-1,gnd:4651098-9:alt; gnd:7674518-1:alt,0,2
microsoft publisher 2002,Microsoft Publisher 2002,2,gnd:4691354-3; gnd:7663322-6,gnd:4691354-3:alt; gnd:7663322-6:alt,0,2
microsoft sccm 2012,Microsoft SCCM 2012,2,gnd:1025434269; gnd:1166802582,gnd:1025434269:alt; gnd:1166802582:alt,0,2
microsoft visual interdev,Microsoft Visual InterDev,2,gnd:4472261-8; gnd:4518528-1,gnd:4472261-8:alt; gnd:4518528-1:alt,0,2
midu,Midu,2,gnd:1287969534; gnd:7601590-7,gnd:1287969534:alt; gnd:7601590-7:alt,0,2
mif,MiF,2,gnd:4647577-1; gnd:4840149-3,gnd:4647577-1:alt; gnd:4840149-3:alt,0,2
milchsaft,Milchsaft,2,gnd:1181959640; gnd:4646133-4,gnd:1181959640:alt; gnd:4646133-4:pref,1,1
millennium,Millennium,2,gnd:4162689-8; gnd:4485649-0,gnd:4162689-8:alt; gnd:4485649-0:alt,0,2
mims,MIMS,2,gnd:1336015497; gnd:4596428-2,gnd:1336015497:alt; gnd:4596428-2:alt,0,2
min,min,2,gnd:1156054826; gnd:7585800-9,gnd:1156054826:pref; gnd:7585800-9:alt,1,1
minen,Minen,2,gnd:4039429-3; gnd:4170015-6,gnd:4039429-3:alt; gnd:4170015-6:pref,1,1
minimum-maximum-prinzip,Minimum-Maximum-Prinzip,2,gnd:1359739459; gnd:4170060-0,gnd:1359739459:alt; gnd:4170060-0:pref,1,1
mint,MINT,2,gnd:1175990345; gnd:1175990566,gnd:1175990345:alt; gnd:1175990566:alt,0,2
mintacol,Mintacol,2,gnd:4170088-0; gnd:4263448-9,gnd:4170088-0:pref; gnd:4263448-9:alt,1,1
"miozän,übergangszeit","Miozän,Übergangszeit",2,gnd:4469929-3; gnd:4721351-6,gnd:4469929-3:alt; gnd:4721351-6:alt,0,2
misericordia,Misericordia,2,gnd:1183863349; gnd:4324718-0,gnd:1183863349:alt; gnd:4324718-0:pref,1,1
missalschrift,Missalschrift,2,gnd:4383699-9; gnd:7647354-5,gnd:4383699-9:alt; gnd:7647354-5:pref,1,1
missgeburt,Missgeburt,2,gnd:4039561-3; gnd:4156181-8,gnd:4039561-3:alt; gnd:4156181-8:alt,0,2
mixing,Mixing,2,gnd:1042787395; gnd:4632973-0,gnd:1042787395:alt; gnd:4632973-0:alt,0,2
mks,MKS,2,gnd:4038390-8; gnd:4169138-6,gnd:4038390-8:alt; gnd:4169138-6:alt,0,2
mm,mm,2,gnd:1328153886; gnd:4170270-0,gnd:1328153886:alt; gnd:4170270-0:pref,1,1
mma,MMA,2,gnd:4169674-8; gnd:7619848-0,gnd:4169674-8:alt; gnd:7619848-0:alt,0,2
mmm,MMM,2,gnd:4289486-4; gnd:4545397-4,gnd:4289486-4:alt; gnd:4545397-4:alt,0,2
mmn-syndrom,MMN-Syndrom,2,gnd:4181574-9; gnd:4694778-4,gnd:4181574-9:alt; gnd:4694778-4:alt,0,2
mmt,MMT,2,gnd:1219867683; gnd:4392732-4,gnd:1219867683:alt; gnd:4392732-4:alt,0,2
mode,Mode,2,gnd:1333323778; gnd:4039792-0,gnd:1333323778:alt; gnd:4039792-0:pref,1,1
modellordnungsreduktion,Modellordnungsreduktion,2,gnd:1173111220; gnd:4136085-0,gnd:1173111220:pref; gnd:4136085-0:alt,1,1
modernismo,Modernismo,2,gnd:4028939-4; gnd:4134788-2,gnd:4028939-4:alt; gnd:4134788-2:pref,1,1
modi,Modi,2,gnd:4129089-6; gnd:4342571-9,gnd:4129089-6:alt; gnd:4342571-9:alt,0,2
modulationsrauschen,Modulationsrauschen,2,gnd:4170329-7; gnd:4327315-4,gnd:4170329-7:pref; gnd:4327315-4:alt,1,1
mof,MOF,2,gnd:4334293-0; gnd:7755315-9,gnd:4334293-0:alt; gnd:7755315-9:alt,0,2
mofu,Mofu,2,gnd:4568770-5; gnd:4849509-8,gnd:4568770-5:pref; gnd:4849509-8:alt,1,1
moi,Moi,2,gnd:4262800-3; gnd:7594570-8,gnd:4262800-3:alt; gnd:7594570-8:alt,0,2
molekülmasse,Molekülmasse,2,gnd:4170374-1; gnd:4456557-4,gnd:4170374-1:pref; gnd:4456557-4:alt,1,1
mombe,Mombe,2,gnd:4338599-0; gnd:4651280-9,gnd:4338599-0:pref; gnd:4651280-9:alt,1,1
mon-sprache,Mon-Sprache,2,gnd:1281467251; gnd:4224438-9,gnd:1281467251:alt; gnd:4224438-9:pref,1,1
"mondial,druckschrift","Mondial,Druckschrift",2,gnd:1149418338; gnd:1149418370,gnd:1149418338:alt; gnd:1149418370:alt,0,2
"mongo,sprache","Mongo,Sprache",2,gnd:4499692-5; gnd:4784122-9,gnd:4499692-5:alt; gnd:4784122-9:alt,0,2
mooskraut,Mooskraut,2,gnd:1032546263; gnd:4498570-8,gnd:1032546263:alt; gnd:4498570-8:alt,0,2
mor,MOR,2,gnd:1173111220; gnd:4136085-0,gnd:1173111220:alt; gnd:4136085-0:alt,0,2
morbus curschmann-steinert,Morbus Curschmann-Steinert,2,gnd:1232330167; gnd:4170976-7,gnd:1232330167:alt; gnd:4170976-7:alt,0,2
moro,Moro,2,gnd:4086166-1; gnd:4267442-6,gnd:4086166-1:alt; gnd:4267442-6:pref,1,1
moros,Moros,2,gnd:4086166-1; gnd:4267442-6,gnd:4086166-1:alt; gnd:4267442-6:alt,0,2
mosi,Mosi,2,gnd:1205170251; gnd:7541194-5,gnd:1205170251:alt; gnd:7541194-5:alt,0,2
moso-sprache,Moso-Sprache,2,gnd:1338841424; gnd:4140472-5,gnd:1338841424:alt; gnd:4140472-5:alt,0,2
motuna,Motuna,2,gnd:1027467539; gnd:7714366-8,gnd:1027467539:alt; gnd:7714366-8:alt,0,2
moussei,Moussei,2,gnd:1205170251; gnd:7541194-5,gnd:1205170251:alt; gnd:7541194-5:alt,0,2
moussey,Moussey,2,gnd:1205170251; gnd:7541194-5,gnd:1205170251:alt; gnd:7541194-5:alt,0,2
mova,mova,2,gnd:4302417-8; gnd:4761380-4,gnd:4302417-8:alt; gnd:4761380-4:pref,1,1
moya-moya-syndrom,Moya-Moya-Syndrom,2,gnd:1201330661; gnd:4123799-7,gnd:1201330661:alt; gnd:4123799-7:pref,1,1
mpa,MPA,2,gnd:1038393523; gnd:4390694-1,gnd:1038393523:alt; gnd:4390694-1:alt,0,2
mpo,Mpo,2,gnd:4564742-2; gnd:4711279-7,gnd:4564742-2:alt; gnd:4711279-7:alt,0,2
mpyemo,Mpyemo,2,gnd:4711279-7; gnd:7631949-0,gnd:4711279-7:alt; gnd:7631949-0:alt,0,2
msa,MSA,2,gnd:4168706-1; gnd:4786455-2,gnd:4168706-1:alt; gnd:4786455-2:alt,0,2
mshl,mshl,2,gnd:116206997X; gnd:1162070315,gnd:116206997X:pref; gnd:1162070315:pref,2,0
mst,MST,2,gnd:1035043521; gnd:4432942-8,gnd:1035043521:alt; gnd:4432942-8:alt,0,2
mtl,MTL,2,gnd:4161930-4; gnd:4445424-7,gnd:4161930-4:alt; gnd:4445424-7:alt,0,2
mubi,Mubi,2,gnd:4770347-7; gnd:4846503-3,gnd:4770347-7:alt; gnd:4846503-3:pref,1,1
muk-thang,Muk-Thang,2,gnd:1066934258; gnd:4511782-2,gnd:1066934258:alt; gnd:4511782-2:alt,0,2
mumijo,Mumijo,2,gnd:4846520-3; gnd:7579736-7,gnd:4846520-3:pref; gnd:7579736-7:alt,1,1
mundu,Mundu,2,gnd:1034693654; gnd:7517676-2,gnd:1034693654:alt; gnd:7517676-2:pref,1,1
mupun,Mupun,2,gnd:4400451-5; gnd:4401200-7,gnd:4400451-5:alt; gnd:4401200-7:pref,1,1
mure,Mure,2,gnd:1048419096; gnd:4170768-0,gnd:1048419096:alt; gnd:4170768-0:pref,1,1
musei,Musei,2,gnd:1205170251; gnd:7541194-5,gnd:1205170251:alt; gnd:7541194-5:pref,1,1
musette-walzer,Musette-Walzer,2,gnd:4422248-8; gnd:4424796-5,gnd:4422248-8:alt; gnd:4424796-5:pref,1,1
museyna,Museyna,2,gnd:1205170251; gnd:7541194-5,gnd:1205170251:alt; gnd:7541194-5:alt,0,2
musiina,Musiina,2,gnd:1205170251; gnd:7541194-5,gnd:1205170251:alt; gnd:7541194-5:alt,0,2
"musik,geschichtsschreibung","Musik,Geschichtsschreibung",2,gnd:4139339-9; gnd:4170825-8,gnd:4139339-9:alt; gnd:4170825-8:alt,0,2
"musik,historiographie","Musik,Historiographie",2,gnd:4139339-9; gnd:4170825-8,gnd:4139339-9:alt; gnd:4170825-8:alt,0,2
musoi,Musoi,2,gnd:1205170251; gnd:7541194-5,gnd:1205170251:alt; gnd:7541194-5:alt,0,2
mussoi,Mussoi,2,gnd:1205170251; gnd:7541194-5,gnd:1205170251:alt; gnd:7541194-5:alt,0,2
mussoy,Mussoy,2,gnd:1205170251; gnd:7541194-5,gnd:1205170251:alt; gnd:7541194-5:alt,0,2
mustang,Mustang,2,gnd:1281854549; gnd:4277431-7,gnd:1281854549:alt; gnd:4277431-7:pref,1,1
mwaghavul,Mwaghavul,2,gnd:4279804-8; gnd:4400451-5,gnd:4279804-8:alt; gnd:4400451-5:alt,0,2
myelitis,Myelitis,2,gnd:4031320-7; gnd:4178629-4,gnd:4031320-7:alt; gnd:4178629-4:alt,0,2
myocardnekrose,Myocardnekrose,2,gnd:4170934-2; gnd:4206954-3,gnd:4170934-2:alt; gnd:4206954-3:alt,0,2
"myon,nukleon","Myon,Nukleon",2,gnd:4170957-3; gnd:4170958-5,gnd:4170957-3:alt; gnd:4170958-5:alt,0,2
myroxylon balsamum,Myroxylon balsamum,2,gnd:4248922-2; gnd:4249286-5,gnd:4248922-2:alt; gnd:4249286-5:alt,0,2
mysidacea,Mysidacea,2,gnd:4182034-4; gnd:7784003-3,gnd:4182034-4:alt; gnd:7784003-3:alt,0,2
mündliche geschichte,Mündliche Geschichte,2,gnd:4040600-3; gnd:4115456-3,gnd:4040600-3:alt; gnd:4115456-3:alt,0,2
mājhī,Mājhī,2,gnd:1057017469; gnd:111550133X,gnd:1057017469:alt; gnd:111550133X:alt,0,2
mšl,mšl,2,gnd:116206997X; gnd:1162070315,gnd:116206997X:alt; gnd:1162070315:alt,0,2
n-oxide,N-Oxide,2,gnd:4057516-0; gnd:4327902-8,gnd:4057516-0:alt; gnd:4327902-8:alt,0,2
na,na,2,gnd:1162070439; gnd:4248865-5,gnd:1162070439:pref; gnd:4248865-5:pref,2,0
nabe,Nabe,2,gnd:4170989-5; gnd:7527757-8,gnd:4170989-5:pref; gnd:7527757-8:alt,1,1
nachleben,Nachleben,2,gnd:4049716-1; gnd:4336557-7,gnd:4049716-1:alt; gnd:4336557-7:alt,0,2
najaden,Najaden,2,gnd:4235987-9; gnd:4440456-6,gnd:4235987-9:alt; gnd:4440456-6:alt,0,2
nakhi-sprache,Nakhi-Sprache,2,gnd:1338841424; gnd:4140472-5,gnd:1338841424:pref; gnd:4140472-5:pref,2,0
nakota,Nakota,2,gnd:1283669005; gnd:4448573-6,gnd:1283669005:alt; gnd:4448573-6:alt,0,2
nama,Nama,2,gnd:119519336X; gnd:7621523-4,gnd:119519336X:alt; gnd:7621523-4:alt,0,2
namba,Namba,2,gnd:4455496-5; gnd:4689885-2,gnd:4455496-5:alt; gnd:4689885-2:alt,0,2
namome,Namome,2,gnd:1048071464; gnd:4700847-7,gnd:1048071464:alt; gnd:4700847-7:alt,0,2
naodam,Naodam,2,gnd:4219994-3; gnd:4262116-1,gnd:4219994-3:alt; gnd:4262116-1:alt,0,2
naringenin,Naringenin,2,gnd:1049719778; gnd:7566445-8,gnd:1049719778:pref; gnd:7566445-8:pref,2,0
naron,Naron,2,gnd:4125700-5; gnd:7549073-0,gnd:4125700-5:pref; gnd:7549073-0:alt,1,1
nation of islam,Nation of Islam,2,gnd:4365417-4; gnd:4446568-3,gnd:4365417-4:alt; gnd:4446568-3:pref,1,1
naturbrücke,Naturbrücke,2,gnd:1137404094; gnd:4226407-8,gnd:1137404094:alt; gnd:4226407-8:pref,1,1
naudeba,Naudeba,2,gnd:4219994-3; gnd:4262116-1,gnd:4219994-3:pref; gnd:4262116-1:alt,1,1
naudemba,Naudemba,2,gnd:4262116-1; gnd:4262117-3,gnd:4262116-1:alt; gnd:4262117-3:alt,0,2
navicula,Navicula,2,gnd:1163473596; gnd:4388245-6,gnd:1163473596:alt; gnd:4388245-6:pref,1,1
nawdam,Nawdam,2,gnd:4262116-1; gnd:4262117-3,gnd:4262116-1:alt; gnd:4262117-3:alt,0,2
naxi-sprache,Naxi-Sprache,2,gnd:1338841424; gnd:4140472-5,gnd:1338841424:alt; gnd:4140472-5:alt,0,2
ncam,Ncam,2,gnd:1205168672; gnd:4334366-1,gnd:1205168672:alt; gnd:4334366-1:alt,0,2
ncs,NCS,2,gnd:1117495795; gnd:4295256-6,gnd:1117495795:alt; gnd:4295256-6:alt,0,2
nct,NCT,2,gnd:4494527-9; gnd:4596398-8,gnd:4494527-9:alt; gnd:4596398-8:alt,0,2
nd,ND,2,gnd:4208244-4; gnd:4614679-9,gnd:4208244-4:alt; gnd:4614679-9:alt,0,2
nda,NDA,2,gnd:1164534335; gnd:4101768-7,gnd:1164534335:alt; gnd:4101768-7:alt,0,2
ndau,Ndau,2,gnd:7549077-8; gnd:7621867-3,gnd:7549077-8:pref; gnd:7621867-3:alt,1,1
ndh,ndh,2,gnd:1162070463; gnd:7717195-0,gnd:1162070463:pref; gnd:7717195-0:alt,1,1
ndo,Ndo,2,gnd:4551792-7; gnd:7711922-8,gnd:4551792-7:pref; gnd:7711922-8:alt,1,1
ndorobo,Ndorobo,2,gnd:4351530-7; gnd:4756692-9,gnd:4351530-7:alt; gnd:4756692-9:alt,0,2
nervenarzt,Nervenarzt,2,gnd:4171587-1; gnd:4398818-0,gnd:4171587-1:alt; gnd:4398818-0:alt,0,2
nervenärztin,Nervenärztin,2,gnd:1254604219; gnd:7550591-5,gnd:1254604219:alt; gnd:7550591-5:alt,0,2
nervöse erschöpfung,Nervöse Erschöpfung,2,gnd:4075325-6; gnd:4195380-0,gnd:4075325-6:alt; gnd:4195380-0:alt,0,2
"netware 4.11,intranet","NetWare 4.11,Intranet",2,gnd:4453038-9; gnd:4473016-0,gnd:4453038-9:alt; gnd:4473016-0:alt,0,2
neujahrstag,Neujahrstag,2,gnd:4171563-9; gnd:4358755-0,gnd:4171563-9:pref; gnd:4358755-0:alt,1,1
neurom,Neurom,2,gnd:4203827-3; gnd:4457222-0,gnd:4203827-3:pref; gnd:4457222-0:alt,1,1
"neutrino,atomkern","Neutrino,Atomkern",2,gnd:4171617-6; gnd:4455536-2,gnd:4171617-6:alt; gnd:4455536-2:alt,0,2
"neutrino,proton","Neutrino,Proton",2,gnd:4171623-1; gnd:4171624-3,gnd:4171623-1:alt; gnd:4171624-3:alt,0,2
"neutron,deuteron","Neutron,Deuteron",2,gnd:4171626-7; gnd:4325321-0,gnd:4171626-7:alt; gnd:4325321-0:alt,0,2
neutrophile elastase,Neutrophile Elastase,2,gnd:1071079964; gnd:4290011-6,gnd:1071079964:alt; gnd:4290011-6:alt,0,2
nft,NFT,2,gnd:1243528982; gnd:4516621-3,gnd:1243528982:alt; gnd:4516621-3:alt,0,2
nfz,NFZ,2,gnd:118431263X; gnd:4123857-6,gnd:118431263X:alt; gnd:4123857-6:alt,0,2
ng!ke,Ng!Ke,2,gnd:4602785-3; gnd:4608500-2,gnd:4602785-3:alt; gnd:4608500-2:pref,1,1
nge,NGE,2,gnd:1223733343; gnd:7528083-8,gnd:1223733343:alt; gnd:7528083-8:alt,0,2
ngo,NGO,2,gnd:4131014-7; gnd:7528083-8,gnd:4131014-7:alt; gnd:7528083-8:alt,0,2
ngulu,Ngulu,2,gnd:4042041-3; gnd:4846480-6,gnd:4042041-3:pref; gnd:4846480-6:alt,1,1
nihang,Nihang,2,gnd:1028691432; gnd:4231659-5,gnd:1028691432:alt; gnd:4231659-5:alt,0,2
nip,NIP,2,gnd:4402087-9; gnd:4634582-6,gnd:4402087-9:alt; gnd:4634582-6:alt,0,2
nir,nir,2,gnd:112366353X; gnd:4337336-7,gnd:112366353X:alt; gnd:4337336-7:pref,1,1
nkom,Nkom,2,gnd:1235158268; gnd:1237539056,gnd:1235158268:alt; gnd:1237539056:pref,1,1
nlp,NLP,2,gnd:1070287164; gnd:4192909-3,gnd:1070287164:alt; gnd:4192909-3:alt,0,2
nmm,NMM,2,gnd:4625701-9; gnd:4763706-7,gnd:4625701-9:alt; gnd:4763706-7:alt,0,2
"nobel,druckschrift","Nobel,Druckschrift",2,gnd:1116732645; gnd:7647478-1,gnd:1116732645:alt; gnd:7647478-1:alt,0,2
nomenklatura,Nomenklatura,2,gnd:4073141-8; gnd:4162969-3,gnd:4073141-8:alt; gnd:4162969-3:alt,0,2
none,None,2,gnd:1218175524; gnd:4616545-9,gnd:1218175524:pref; gnd:4616545-9:alt,1,1
nordic skating,Nordic Skating,2,gnd:4671180-6; gnd:7644781-9,gnd:4671180-6:alt; gnd:7644781-9:alt,0,2
np,NP,2,gnd:4192909-3; gnd:4309685-2,gnd:4192909-3:alt; gnd:4309685-2:alt,0,2
nsaw,Nsaw,2,gnd:4234389-6; gnd:4495074-3,gnd:4234389-6:alt; gnd:4495074-3:alt,0,2
nso,NSO,2,gnd:4131014-7; gnd:4495074-3,gnd:4131014-7:alt; gnd:4495074-3:pref,1,1
nsongo,Nsongo,2,gnd:7545056-2; gnd:7657630-9,gnd:7545056-2:alt; gnd:7657630-9:alt,0,2
nt,nt,2,gnd:4171598-6; gnd:4551787-3,gnd:4171598-6:alt; gnd:4551787-3:pref,1,1
nta,NTA,2,gnd:4134030-9; gnd:4261011-4,gnd:4134030-9:alt; gnd:4261011-4:alt,0,2
nufawa,Nufawa,2,gnd:4042821-7; gnd:7549089-4,gnd:4042821-7:alt; gnd:7549089-4:alt,0,2
nuklearer unfall,Nuklearer Unfall,2,gnd:4057834-3; gnd:4120559-5,gnd:4057834-3:alt; gnd:4120559-5:alt,0,2
"nukleon,atomkern","Nukleon,Atomkern",2,gnd:4172151-2; gnd:4455537-4,gnd:4172151-2:alt; gnd:4455537-4:alt,0,2
"nukleon,nukleon","Nukleon,Nukleon",2,gnd:4042780-8; gnd:4172152-4,gnd:4042780-8:alt; gnd:4172152-4:alt,0,2
nupeci,Nupeci,2,gnd:4042821-7; gnd:7549089-4,gnd:4042821-7:alt; gnd:7549089-4:alt,0,2
nupecidji,Nupecidji,2,gnd:4042821-7; gnd:7549089-4,gnd:4042821-7:alt; gnd:7549089-4:alt,0,2
nupenchi,Nupenchi,2,gnd:4042821-7; gnd:7549089-4,gnd:4042821-7:alt; gnd:7549089-4:alt,0,2
nupencizi,Nupencizi,2,gnd:4042821-7; gnd:7549089-4,gnd:4042821-7:alt; gnd:7549089-4:alt,0,2
nuraghen,Nuraghen,2,gnd:4172183-4; gnd:4399154-3,gnd:4172183-4:alt; gnd:4399154-3:alt,0,2
nuristaner,Nuristaner,2,gnd:1359571132; gnd:4029203-4,gnd:1359571132:alt; gnd:4029203-4:alt,0,2
nuristani,Nuristani,2,gnd:1359571132; gnd:4029203-4,gnd:1359571132:pref; gnd:4029203-4:pref,2,0
nutka,Nutka,2,gnd:4042478-9; gnd:4171994-3,gnd:4042478-9:alt; gnd:4171994-3:alt,0,2
nyende,Nyende,2,gnd:1267710373; gnd:4104619-5,gnd:1267710373:alt; gnd:4104619-5:pref,1,1
nzr,nzr,2,gnd:116207082X; gnd:1358652589,gnd:116207082X:pref; gnd:1358652589:pref,2,0
oberflächenbeschaffenheit,Oberflächenbeschaffenheit,2,gnd:4130418-4; gnd:4219221-3,gnd:4130418-4:alt; gnd:4219221-3:alt,0,2
odd,ODD,2,gnd:1111915687; gnd:7516337-8,gnd:1111915687:alt; gnd:7516337-8:alt,0,2
oenanthe,Oenanthe,2,gnd:4130341-6; gnd:4742024-8,gnd:4130341-6:alt; gnd:4742024-8:alt,0,2
offenbacher schwabacher,Offenbacher Schwabacher,2,gnd:1336140607; gnd:7647301-6,gnd:1336140607:pref; gnd:7647301-6:pref,2,0
offensivstrategie,Offensivstrategie,2,gnd:4380985-6; gnd:4391587-5,gnd:4380985-6:alt; gnd:4391587-5:alt,0,2
ohr,Ohr,2,gnd:4133604-5; gnd:4736281-9,gnd:4133604-5:pref; gnd:4736281-9:alt,1,1
ombudsleute,Ombudsleute,2,gnd:1287201296; gnd:4075654-3,gnd:1287201296:alt; gnd:4075654-3:alt,0,2
ombudsperson,Ombudsperson,2,gnd:1287201296; gnd:4075654-3,gnd:1287201296:alt; gnd:4075654-3:alt,0,2
ombudsstelle,Ombudsstelle,2,gnd:1287201296; gnd:4075654-3,gnd:1287201296:alt; gnd:4075654-3:alt,0,2
ong,ONG,2,gnd:4131014-7; gnd:4370860-2,gnd:4131014-7:alt; gnd:4370860-2:alt,0,2
ontological turn,Ontological Turn,2,gnd:1211559238; gnd:1264382553,gnd:1211559238:alt; gnd:1264382553:pref,1,1
oolemma,Oolemma,2,gnd:4127311-4; gnd:4150496-3,gnd:4127311-4:alt; gnd:4150496-3:alt,0,2
open end fund,Open end fund,2,gnd:4115445-9; gnd:4305480-8,gnd:4115445-9:alt; gnd:4305480-8:alt,0,2
ophiogomphus cecilia,Ophiogomphus cecilia,2,gnd:4390986-3; gnd:4699515-8,gnd:4390986-3:alt; gnd:4699515-8:alt,0,2
optical flow,optical flow,2,gnd:1037053141; gnd:1277954879,gnd:1037053141:alt; gnd:1277954879:alt,0,2
optischer fluss,Optischer Fluss,2,gnd:1037053141; gnd:1277954879,gnd:1037053141:pref; gnd:1277954879:alt,1,1
ordal,Ordal,2,gnd:4157955-0; gnd:4172717-4,gnd:4157955-0:alt; gnd:4172717-4:pref,1,1
ordensoberer,Ordensoberer,2,gnd:4411648-2; gnd:4426643-1,gnd:4411648-2:alt; gnd:4426643-1:alt,0,2
org,ORG,2,gnd:1131885090; gnd:4043844-2,gnd:1131885090:alt; gnd:4043844-2:alt,0,2
"ortsname,verzeichnis","Ortsname,Verzeichnis",2,gnd:4067870-2; gnd:4426576-1,gnd:4067870-2:alt; gnd:4426576-1:alt,0,2
ortsnamenverzeichnis,Ortsnamenverzeichnis,2,gnd:4067870-2; gnd:4426576-1,gnd:4067870-2:alt; gnd:4426576-1:alt,0,2
"os,be","OS,Be",2,gnd:4488559-3; gnd:4611929-2,gnd:4488559-3:alt; gnd:4611929-2:alt,0,2
osteopraktik,Osteopraktik,2,gnd:4381191-7; gnd:4500118-2,gnd:4381191-7:alt; gnd:4500118-2:alt,0,2
osterfeier,Osterfeier,2,gnd:1058043013; gnd:4044040-0,gnd:1058043013:pref; gnd:4044040-0:alt,1,1
ostergelächter,Ostergelächter,2,gnd:119194929X; gnd:4172934-1,gnd:119194929X:alt; gnd:4172934-1:pref,1,1
osterrechnung,Osterrechnung,2,gnd:4172944-4; gnd:4208211-0,gnd:4172944-4:alt; gnd:4208211-0:alt,0,2
ot,ot,2,gnd:1162073691; gnd:4126550-6,gnd:1162073691:pref; gnd:4126550-6:pref,2,0
otjiherero,Otjiherero,2,gnd:4120194-2; gnd:4568797-3,gnd:4120194-2:alt; gnd:4568797-3:alt,0,2
ouala,Ouala,2,gnd:4684669-4; gnd:4786750-4,gnd:4684669-4:alt; gnd:4786750-4:alt,0,2
